Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
3145.jpg	84.24	83.44	83.25	79.72	87.74	88.13
3146.jpg	86.58	75.57	67.30	61.54	80.39	86.69
3147.jpg	58.83	54.44	51.88	43.81	54.89	59.25
3148.jpg	48.20	37.14	37.28	39.14	41.88	47.74
3149.jpg	85.12	77.57	78.31	72.46	80.67	85.54
315.jpg	72.34	66.90	69.61	62.24	71.37	72.47
3150.jpg	68.01	23.40	36.23	12.32	34.57	67.06
3151.jpg	62.08	40.16	46.39	34.96	50.34	58.53
3152.jpg	77.03	67.56	70.19	62.02	70.59	77.37
3153.jpg	87.82	69.94	39.60	42.23	79.14	88.02
3154.jpg	79.89	50.42	77.73	48.73	82.99	81.32
3155.jpg	73.45	72.88	66.97	63.94	67.81	74.31
3156.jpg	83.32	63.57	82.01	63.15	72.00	81.56
3157.jpg	85.10	76.98	75.05	81.21	81.59	85.23
3158.jpg	51.53	35.43	37.12	24.87	42.60	52.61
3159.jpg	86.03	73.29	71.89	53.27	80.73	86.44
316.jpg	58.97	43.10	45.47	37.50	43.49	58.71
3160.jpg	87.28	47.76	75.65	30.49	79.95	86.45
3161.jpg	74.75	63.82	71.57	63.43	72.76	75.26
3162.jpg	82.97	79.15	86.70	55.46	83.21	85.00
3163.jpg	92.90	80.27	64.82	43.58	88.91	93.48
3164.jpg	80.51	28.53	49.85	27.82	55.07	79.06
3165.jpg	70.03	25.44	29.02	16.93	32.04	70.47
3166.jpg	80.53	61.54	44.15	44.12	68.43	80.55
3167.jpg	71.43	54.25	57.31	45.05	65.15	70.81
3168.jpg	35.03	35.85	34.87	21.78	43.20	41.58
3169.jpg	24.77	28.59	25.66	23.33	28.86	25.36
317.jpg	55.82	45.09	43.41	26.54	46.95	56.80
3170.jpg	54.10	35.63	39.46	37.09	43.07	52.98
3171.jpg	69.09	57.72	45.71	50.96	62.86	70.08
3172.jpg	64.44	53.60	48.65	43.16	56.26	65.31
3173.jpg	63.22	41.51	51.03	26.08	61.78	63.16
3174.jpg	91.76	55.68	78.68	48.36	77.32	92.10
3175.jpg	58.88	67.50	67.29	43.90	66.24	59.69
3176.jpg	67.82	63.77	63.46	62.12	66.25	68.24
3177.jpg	89.50	81.63	81.62	80.00	81.98	86.28
3178.jpg	52.70	58.54	22.10	33.27	34.68	52.49
3179.jpg	77.45	57.81	64.66	38.08	76.93	83.28
318.jpg	55.84	46.32	44.52	46.83	50.72	56.11
3180.jpg	79.23	78.63	77.67	67.57	79.93	82.22
3181.jpg	81.77	59.54	64.79	53.52	74.39	82.42
3182.jpg	45.27	52.09	74.56	35.93	54.79	48.79
3183.jpg	39.38	17.26	22.57	11.04	24.26	40.27
3184.jpg	84.41	81.57	73.39	49.19	84.33	84.50
3185.jpg	60.27	60.45	60.52	59.48	61.17	61.12
3186.jpg	86.72	77.48	64.75	48.29	76.26	85.35
3187.jpg	87.87	81.55	81.90	75.58	84.34	88.28
3188.jpg	43.93	50.16	43.05	27.92	49.14	44.93
3189.jpg	90.45	81.76	67.36	66.78	79.43	91.91
319.jpg	67.51	33.26	42.08	29.25	47.86	66.12
3190.jpg	62.16	60.44	59.08	57.31	61.74	62.67
3191.jpg	77.04	39.23	64.37	28.66	53.89	75.23
3192.jpg	73.31	73.31	73.20	66.30	74.43	73.47
3193.jpg	80.10	58.92	65.57	55.77	74.24	81.30
3194.jpg	82.15	76.40	76.97	76.50	77.95	82.49
3195.jpg	42.87	37.84	36.88	35.89	38.83	43.56
3196.jpg	45.36	27.16	30.03	25.57	28.94	45.96
3197.jpg	66.37	52.47	54.11	49.67	60.88	67.77
3198.jpg	61.52	55.00	57.76	57.01	59.03	62.16
3199.jpg	90.53	62.08	71.37	54.94	78.95	90.52
32.jpg	71.10	58.51	56.11	58.29	60.12	71.33
320.jpg	80.76	60.95	63.45	59.87	64.71	80.48
3200.jpg	42.20	27.44	24.83	31.48	30.54	42.19
3201.jpg	78.90	78.02	78.31	72.63	79.36	79.19
3202.jpg	69.51	56.35	55.25	46.86	58.84	68.01
3203.jpg	56.02	40.59	43.25	32.48	44.98	53.89
3204.jpg	79.72	36.97	37.00	35.53	41.06	79.70
3205.jpg	76.64	74.91	74.35	74.68	75.30	76.65
3206.jpg	82.71	60.57	71.45	59.35	66.34	83.09
3207.jpg	54.81	56.69	55.45	53.15	56.37	55.86
3208.jpg	88.40	79.64	83.45	72.52	84.60	88.46
3209.jpg	74.04	43.38	51.34	38.13	55.13	73.30
321.jpg	84.53	55.67	61.54	48.76	62.34	85.34
3210.jpg	77.36	66.18	69.85	56.19	72.58	79.05
3211.jpg	63.82	39.22	27.97	14.18	43.03	61.23
3212.jpg	91.11	67.84	72.46	64.47	85.43	89.98
3213.jpg	92.00	39.54	34.97	27.39	45.06	92.17
3214.jpg	89.99	59.36	63.14	61.62	69.87	81.35
3215.jpg	47.23	26.71	30.72	26.74	28.24	40.35
3216.jpg	80.77	74.79	77.64	67.71	81.17	81.26
3217.jpg	32.54	18.61	25.62	16.89	19.64	34.58
3218.jpg	91.11	81.67	83.30	56.53	89.33	91.75
3219.jpg	80.77	80.33	82.87	68.50	82.16	80.98
322.jpg	69.59	45.23	66.17	48.58	68.29	69.88
3220.jpg	64.96	21.82	49.55	32.93	54.71	65.06
3221.jpg	94.11	88.01	87.00	72.11	89.40	94.26
3222.jpg	58.22	48.59	65.34	47.53	61.98	58.12
3223.jpg	73.27	66.91	66.71	66.89	68.24	73.41
3224.jpg	91.54	77.72	84.68	69.19	86.20	93.97
3225.jpg	56.37	47.80	51.24	39.43	51.70	56.78
3226.jpg	27.52	26.94	28.74	25.59	28.10	28.06
3227.jpg	73.80	42.36	47.11	42.84	50.04	74.58
3228.jpg	91.29	87.50	85.46	52.78	87.80	91.47
3229.jpg	45.06	32.75	35.38	27.29	35.84	46.69
323.jpg	69.66	54.55	42.45	37.01	50.92	70.11
3230.jpg	75.97	81.20	73.52	72.43	76.21	76.18
3231.jpg	65.12	52.15	73.92	45.01	68.81	65.59
3232.jpg	71.17	25.40	18.53	16.79	39.74	70.47
3233.jpg	96.27	83.31	89.36	80.37	90.47	96.48
3234.jpg	69.55	34.25	57.42	29.37	56.73	67.60
3235.jpg	88.23	66.12	56.23	41.72	74.39	87.24
3236.jpg	76.18	46.17	52.80	19.63	56.96	72.56
3237.jpg	67.16	56.08	62.84	61.46	63.30	66.57
3238.jpg	44.53	56.74	59.45	22.12	59.73	51.33
3239.jpg	83.28	79.90	86.50	69.26	87.50	84.52
324.jpg	97.21	79.99	80.20	79.39	85.95	97.21
3240.jpg	65.02	62.09	65.06	55.20	64.92	65.28
3241.jpg	33.07	20.28	11.93	13.81	22.42	31.53
3242.jpg	78.71	73.00	56.74	45.84	74.34	79.61
3243.jpg	25.09	18.93	20.03	20.30	20.86	24.49
3244.jpg	61.89	30.74	45.72	29.32	45.35	62.28
3245.jpg	65.98	65.61	65.36	64.25	66.08	66.37
3246.jpg	71.68	38.11	43.33	27.16	49.12	72.15
3247.jpg	84.41	44.67	56.62	38.03	65.42	85.40
3248.jpg	76.42	72.72	71.71	61.57	73.58	76.54
3249.jpg	81.13	82.17	76.46	56.42	84.92	82.52
325.jpg	63.01	63.41	54.15	52.90	63.73	60.29
3250.jpg	77.46	64.06	74.69	61.27	73.70	77.86
3251.jpg	75.47	71.18	73.54	66.72	74.76	76.05
3252.jpg	78.42	75.33	78.97	77.85	79.14	78.57
3253.jpg	72.60	69.28	69.64	63.26	72.82	73.57
3254.jpg	40.09	22.01	30.24	29.48	29.77	37.79
3255.jpg	42.97	37.64	39.45	40.39	41.42	43.40
3256.jpg	71.92	32.78	52.03	25.19	52.40	72.03
3257.jpg	56.62	33.08	35.13	17.29	45.98	56.87
3258.jpg	81.64	63.68	65.13	61.01	67.79	82.14
3259.jpg	77.88	47.60	65.60	63.54	69.62	78.04
326.jpg	92.54	48.71	54.75	47.34	67.00	92.78
3260.jpg	79.01	47.50	60.62	43.79	60.97	77.76
3261.jpg	61.04	67.51	62.66	29.33	71.69	64.99
3262.jpg	89.99	71.30	69.27	34.02	79.62	90.17
3263.jpg	52.43	50.15	45.95	36.18	51.71	52.70
3264.jpg	75.99	18.73	62.43	17.51	65.32	78.41
3265.jpg	76.30	38.93	67.36	43.30	64.89	77.72
3266.jpg	56.20	21.50	30.74	13.52	31.98	57.32
3267.jpg	82.96	54.58	56.78	35.13	79.88	85.67
3268.jpg	65.40	36.15	53.71	35.54	53.28	64.78
3269.jpg	63.81	64.94	83.17	61.78	64.99	63.85
327.jpg	78.11	45.56	60.28	39.64	60.87	81.09
3270.jpg	29.35	30.57	29.80	24.57	31.09	30.77
3271.jpg	50.03	77.65	47.28	67.82	79.20	54.46
3272.jpg	89.60	55.27	82.65	50.45	85.70	90.20
3273.jpg	60.06	56.84	64.94	56.97	61.81	60.91
3274.jpg	80.15	64.63	68.69	64.46	68.26	80.60
3275.jpg	59.42	45.24	56.27	48.83	62.16	67.05
3276.jpg	82.67	58.86	74.28	57.04	76.23	82.65
3277.jpg	70.91	53.36	59.50	55.22	60.38	71.19
3278.jpg	75.78	59.73	70.70	54.79	72.07	77.58
3279.jpg	73.09	35.88	49.05	32.19	45.81	73.57
328.jpg	83.75	73.78	72.79	40.03	79.65	83.47
3280.jpg	50.87	40.62	47.21	43.31	55.06	54.18
3281.jpg	56.80	49.19	47.55	38.03	53.41	57.07
3282.jpg	63.91	63.22	63.37	42.51	65.48	64.70
3283.jpg	56.45	54.08	58.35	41.50	57.10	58.00
3284.jpg	81.99	76.13	79.23	70.24	82.97	83.27
3285.jpg	71.12	63.93	70.10	56.06	69.96	72.43
3286.jpg	74.19	66.90	66.94	53.65	70.18	73.92
3287.jpg	62.27	64.00	48.36	46.06	62.64	62.52
3288.jpg	60.19	61.66	56.88	38.76	63.41	62.19
3289.jpg	71.44	49.81	53.69	39.15	54.07	70.58
329.jpg	53.60	52.68	55.01	41.60	53.35	53.78
3290.jpg	35.52	11.84	17.90	10.63	17.31	35.85
3291.jpg	59.23	44.66	43.36	42.01	48.42	61.40
3292.jpg	82.61	68.25	68.67	67.37	69.72	83.21
3293.jpg	60.48	51.45	51.49	50.68	54.12	60.72
3294.jpg	60.32	13.51	27.21	27.16	28.33	52.08
3295.jpg	78.70	78.59	88.37	68.61	83.66	79.16
3296.jpg	37.43	24.03	21.13	18.01	29.72	37.62
3297.jpg	67.56	48.66	49.11	49.79	55.17	67.81
3298.jpg	49.70	28.92	32.63	28.47	32.89	48.39
3299.jpg	83.79	68.51	71.34	66.66	71.91	84.39
33.jpg	75.91	77.16	76.80	74.82	77.64	76.85
330.jpg	94.64	82.09	89.42	80.96	92.32	94.65
3300.jpg	75.74	60.45	59.79	58.91	63.80	76.70
3301.jpg	85.47	74.34	71.01	71.46	81.25	85.82
3302.jpg	86.67	59.82	68.08	60.84	84.17	86.02
3303.jpg	81.53	73.46	74.57	73.59	74.81	80.65
3304.jpg	85.76	80.48	71.18	62.71	82.58	85.52
3305.jpg	62.39	38.58	53.40	36.54	54.75	61.45
3306.jpg	8.64	0.65	2.55	0.48	0.87	8.63
3307.jpg	85.32	65.95	71.09	62.06	74.90	83.56
3308.jpg	74.69	73.12	73.59	64.30	75.57	75.14
3309.jpg	76.65	53.89	52.96	48.47	70.60	76.82
331.jpg	79.83	59.30	75.61	44.06	73.66	80.46
3310.jpg	61.31	58.97	59.78	55.81	60.17	61.68
3311.jpg	55.51	46.65	54.21	47.08	55.03	55.78
3312.jpg	67.28	61.20	62.75	46.24	64.91	66.62
3313.jpg	72.17	62.55	65.51	63.70	70.12	72.51
3314.jpg	69.27	23.14	36.17	14.14	44.64	70.26
3315.jpg	65.81	63.27	63.20	60.71	64.95	67.72
3316.jpg	50.75	40.28	46.29	18.22	55.06	51.05
3317.jpg	83.45	48.89	58.57	39.04	68.99	85.11
3318.jpg	84.07	56.93	67.94	50.57	69.72	84.40
3319.jpg	69.01	63.58	67.21	50.04	70.22	69.49
332.jpg	55.57	42.01	38.83	38.41	50.26	55.95
3320.jpg	54.77	50.44	51.49	47.59	53.12	55.37
3321.jpg	49.45	36.49	36.93	33.64	37.56	49.65
3322.jpg	83.59	83.77	80.75	67.20	84.47	83.84
3323.jpg	88.47	68.52	83.33	58.37	82.12	88.03
3324.jpg	73.76	54.45	62.65	43.31	62.27	74.61
3325.jpg	69.15	68.95	70.81	69.94	71.68	71.07
3326.jpg	48.82	30.02	36.70	29.36	37.30	49.15
3327.jpg	53.06	45.20	44.71	44.46	45.92	53.64
3328.jpg	79.84	68.05	67.97	57.82	69.42	80.19
3329.jpg	76.33	65.67	68.38	65.56	71.65	77.13
333.jpg	84.14	70.43	78.66	51.07	79.54	84.15
3330.jpg	93.52	68.47	67.12	43.94	72.32	93.79
3331.jpg	71.29	70.92	73.41	48.15	71.06	71.29
3332.jpg	57.23	44.29	42.30	38.18	47.56	57.84
3333.jpg	39.14	31.74	32.58	28.41	34.07	37.36
3334.jpg	80.23	70.00	61.43	38.83	79.21	80.68
3335.jpg	90.36	70.05	79.14	70.75	79.54	90.19
3336.jpg	65.28	58.19	59.65	57.72	60.31	64.47
3337.jpg	61.95	17.91	43.35	34.12	53.54	62.03
3338.jpg	72.02	21.81	41.43	32.37	43.19	71.79
3339.jpg	79.60	58.93	64.39	57.44	65.11	78.76
334.jpg	43.18	30.02	42.16	23.35	37.39	43.68
3340.jpg	75.07	54.74	61.11	47.40	65.89	75.64
3341.jpg	86.85	75.38	77.49	55.51	81.62	86.91
3342.jpg	47.04	49.18	47.79	35.05	53.40	48.86
3343.jpg	69.97	77.20	77.22	72.04	80.32	75.68
3344.jpg	87.21	75.12	83.02	66.92	82.87	88.92
3345.jpg	75.12	67.55	67.00	57.98	74.56	75.48
3346.jpg	86.43	77.73	79.05	73.26	84.84	87.02
3347.jpg	77.57	48.94	60.68	55.74	62.03	73.80
3348.jpg	60.63	55.50	58.85	41.92	56.04	60.65
3349.jpg	67.41	65.25	66.07	61.03	67.39	67.87
335.jpg	51.93	39.07	28.67	31.50	47.12	53.03
3350.jpg	88.98	80.42	87.74	73.20	87.96	88.93
3351.jpg	48.91	43.80	44.61	33.39	47.62	50.02
3352.jpg	68.87	58.32	66.38	41.18	67.04	69.56
3353.jpg	75.68	52.87	71.73	40.61	72.99	75.97
3354.jpg	79.98	59.09	71.62	53.72	76.66	80.34
3355.jpg	82.81	81.28	82.84	63.48	82.73	82.90
3356.jpg	78.55	63.34	62.30	56.15	69.19	76.92
3357.jpg	73.05	62.69	68.69	67.09	70.96	73.44
3358.jpg	54.58	41.37	43.75	31.22	45.25	54.69
3359.jpg	56.07	39.72	34.36	33.01	46.39	56.87
336.jpg	61.91	57.18	58.46	46.86	59.95	62.00
3360.jpg	77.21	37.53	65.84	40.31	69.26	79.61
3361.jpg	37.34	39.16	39.08	34.41	39.20	38.52
3362.jpg	50.58	20.92	32.07	24.36	27.23	50.56
3363.jpg	54.57	49.52	50.11	46.40	53.58	54.94
3364.jpg	59.37	41.85	58.70	30.67	52.90	59.85
3365.jpg	50.98	40.17	42.77	38.69	46.39	50.94
3366.jpg	72.91	50.14	54.49	39.16	61.56	71.28
3367.jpg	83.40	69.12	80.93	70.76	85.02	83.79
3368.jpg	72.19	67.87	63.76	61.26	69.08	72.61
3369.jpg	54.46	33.29	32.32	29.69	38.59	55.03
337.jpg	62.16	54.11	81.62	55.11	62.86	62.71
3370.jpg	94.63	79.61	93.13	72.07	89.02	94.72
3371.jpg	69.24	62.56	67.78	51.19	71.11	70.54
3372.jpg	89.88	65.89	88.67	71.49	91.00	89.96
3373.jpg	76.72	57.70	61.57	45.79	71.30	77.33
3374.jpg	68.97	62.10	61.57	57.21	65.21	69.67
3375.jpg	73.47	31.39	38.70	30.28	46.82	73.02
3376.jpg	48.29	43.74	45.49	16.83	48.75	49.09
3377.jpg	74.67	72.09	73.30	69.08	74.25	74.97
3378.jpg	81.83	76.39	52.59	54.93	79.69	82.54
3379.jpg	87.77	66.64	83.62	65.31	73.35	87.62
338.jpg	82.34	48.12	53.25	46.24	57.18	82.71
3380.jpg	92.11	48.35	74.04	53.08	75.42	92.37
3381.jpg	24.33	25.49	25.18	24.24	25.48	25.08
3382.jpg	85.96	39.67	42.47	38.71	55.84	86.97
3383.jpg	68.61	61.16	68.67	33.95	69.11	68.61
3384.jpg	79.87	47.28	44.92	42.29	49.04	80.39
3385.jpg	85.79	45.59	53.95	37.59	63.25	85.47
3386.jpg	81.97	19.13	55.45	19.44	59.92	81.58
3387.jpg	55.91	44.85	48.46	40.29	50.36	55.87
3388.jpg	73.44	66.87	69.36	66.14	68.65	73.64
3389.jpg	22.39	19.88	19.78	16.81	23.90	24.19
339.jpg	60.25	48.69	53.46	42.70	55.49	60.74
3390.jpg	83.66	34.78	51.73	24.71	59.60	84.09
3391.jpg	78.41	71.96	70.07	69.40	73.72	79.74
3392.jpg	89.99	57.04	37.05	36.49	71.93	91.52
3393.jpg	87.50	83.50	84.07	79.35	90.33	88.97
3394.jpg	72.03	64.99	63.89	34.95	70.40	72.35
3395.jpg	78.90	60.95	57.83	45.80	66.51	78.11
3396.jpg	77.35	54.39	62.69	48.74	67.71	76.44
3397.jpg	81.49	71.57	73.35	70.90	74.86	81.86
3398.jpg	79.05	65.47	26.82	15.43	72.84	82.90
3399.jpg	90.35	77.27	70.58	61.39	85.40	91.61
34.jpg	77.26	63.03	61.04	59.81	72.20	77.49
340.jpg	76.98	56.82	68.14	60.54	69.75	76.87
3400.jpg	57.77	47.09	44.49	35.66	53.14	58.33
3401.jpg	85.80	28.84	43.54	34.03	53.06	85.62
3402.jpg	76.56	50.75	58.14	48.53	59.39	76.79
3403.jpg	71.30	15.28	54.10	13.34	52.54	70.82
3404.jpg	40.42	37.28	32.80	31.19	38.66	41.66
3405.jpg	62.64	54.28	51.14	45.15	53.50	64.10
3406.jpg	65.80	33.51	43.77	27.78	48.82	64.42
3407.jpg	71.76	52.44	66.12	60.24	66.84	71.78
3408.jpg	44.48	24.40	25.53	13.21	36.60	44.29
3409.jpg	39.51	26.81	46.87	26.60	41.41	39.75
341.jpg	79.49	62.90	73.83	57.18	75.84	80.16
3410.jpg	80.13	55.58	69.92	54.76	77.53	80.70
3411.jpg	63.77	62.64	62.79	60.36	63.08	64.30
3412.jpg	62.49	46.11	50.91	46.92	53.83	63.13
3413.jpg	62.11	40.71	43.12	39.41	58.77	63.08
3414.jpg	64.19	63.81	62.10	45.34	66.79	67.09
3415.jpg	72.33	66.25	63.77	54.18	68.87	71.74
3416.jpg	84.48	35.88	59.72	51.50	69.75	84.81
3417.jpg	79.70	72.95	76.86	69.71	80.77	80.30
3418.jpg	86.50	63.46	77.60	52.80	78.15	87.20
3419.jpg	63.35	41.08	52.57	43.49	58.03	63.74
342.jpg	86.24	78.02	73.56	70.51	85.06	86.95
3420.jpg	60.26	56.31	69.89	43.80	62.48	60.80
3421.jpg	79.40	55.42	68.69	48.85	79.89	79.62
3422.jpg	46.55	33.66	40.33	28.09	43.02	47.43
3423.jpg	71.62	55.12	60.76	45.88	65.94	77.27
3424.jpg	34.74	36.16	35.42	35.14	37.08	36.05
3425.jpg	69.67	66.22	68.99	65.87	69.46	69.90
3426.jpg	75.66	75.09	72.80	81.68	73.81	76.52
3427.jpg	42.05	47.31	54.09	57.79	55.26	56.98
3428.jpg	66.92	48.81	54.34	41.85	58.07	67.08
3429.jpg	72.57	51.59	55.33	35.92	58.12	70.71
343.jpg	55.00	52.15	54.76	60.86	60.44	55.49
3430.jpg	72.03	40.77	50.29	45.26	57.30	72.75
3431.jpg	68.22	64.67	60.67	59.51	62.79	68.75
3432.jpg	90.98	71.54	69.86	60.48	80.89	91.22
3433.jpg	82.39	79.03	81.39	57.17	86.10	82.51
3434.jpg	59.42	51.08	52.43	44.37	56.68	59.77
3435.jpg	81.38	79.20	78.38	71.74	87.87	82.14
3436.jpg	91.50	73.53	72.02	64.54	77.96	91.91
3437.jpg	79.43	54.88	60.81	27.19	64.69	79.24
3438.jpg	76.74	79.97	72.66	69.62	78.93	77.18
3439.jpg	78.10	45.57	51.89	38.90	61.38	77.74
344.jpg	61.89	64.74	58.55	58.04	62.94	62.11
3440.jpg	76.98	42.15	62.50	35.36	48.15	71.62
3441.jpg	58.35	45.96	46.29	45.62	47.32	58.49
3442.jpg	72.71	51.59	64.22	52.67	63.02	73.26
3443.jpg	50.00	41.61	43.24	29.32	45.64	49.52
3444.jpg	64.90	47.55	49.43	46.90	49.48	65.28
3445.jpg	87.59	46.72	66.95	42.21	74.26	87.15
3446.jpg	46.48	37.20	35.82	34.09	38.14	44.28
3447.jpg	86.77	74.70	72.06	72.12	82.06	87.27
3448.jpg	55.11	43.29	52.12	44.20	55.96	55.23
3449.jpg	62.80	62.22	59.99	59.61	62.67	62.83
345.jpg	62.27	55.64	50.34	45.17	58.98	62.80
3450.jpg	76.39	2.05	17.39	16.47	22.06	70.77
3451.jpg	78.58	69.47	70.73	35.03	74.84	78.86
3452.jpg	81.06	51.15	73.32	43.63	76.76	81.66
3453.jpg	68.83	47.94	57.37	41.58	62.13	70.52
3454.jpg	85.69	82.71	83.62	73.39	83.31	85.83
3455.jpg	59.47	46.37	41.07	38.69	50.07	59.79
3456.jpg	83.75	27.20	30.17	26.61	32.95	83.78
3457.jpg	46.96	57.69	51.32	53.23	54.18	49.35
3458.jpg	71.41	34.26	55.83	26.50	62.44	71.93
3459.jpg	30.67	41.11	48.56	21.44	37.48	31.02
346.jpg	77.02	69.34	68.28	55.94	70.35	76.55
3460.jpg	57.60	49.76	52.67	46.22	55.80	60.99
3461.jpg	88.72	67.43	73.54	49.14	72.41	88.41
3462.jpg	40.38	32.16	34.33	28.95	40.39	40.87
3463.jpg	44.20	32.95	46.14	15.46	43.98	45.32
3464.jpg	67.10	64.69	65.06	53.72	68.23	67.59
3465.jpg	72.42	70.76	69.19	67.83	71.49	72.95
3466.jpg	30.69	31.39	31.78	30.08	32.17	31.06
3467.jpg	73.35	49.83	50.16	27.52	66.38	73.64
3468.jpg	51.81	45.23	41.20	32.78	51.08	52.60
3469.jpg	71.87	59.63	68.15	57.37	66.40	72.06
347.jpg	76.48	65.95	75.88	51.62	77.26	76.87
3470.jpg	71.90	57.28	65.28	38.45	68.64	72.25
3471.jpg	42.68	27.14	26.89	18.48	33.52	43.19
3472.jpg	80.80	76.67	70.43	53.85	79.17	81.18
3473.jpg	47.95	43.77	43.96	35.23	47.28	48.33
3474.jpg	69.75	50.83	61.81	47.49	65.95	70.25
3475.jpg	73.47	74.68	74.84	74.43	77.70	76.69
3476.jpg	85.91	28.04	28.41	22.40	50.63	86.92
3477.jpg	85.50	11.80	19.53	16.08	19.95	86.22
3478.jpg	78.92	67.93	76.07	66.70	75.49	79.39
3479.jpg	55.92	52.21	49.48	41.67	55.65	59.88
348.jpg	92.25	63.02	77.02	55.80	75.67	92.16
3480.jpg	24.17	36.36	34.20	26.62	36.49	38.31
3481.jpg	82.91	70.92	81.02	60.59	82.13	82.83
3482.jpg	54.62	36.50	37.05	32.22	45.00	54.81
3483.jpg	32.89	23.14	28.26	20.12	24.48	35.72
3484.jpg	73.02	51.46	53.70	46.00	56.12	75.86
3485.jpg	36.60	48.23	73.34	18.53	69.07	37.55
3486.jpg	66.54	66.72	66.81	59.41	68.43	66.90
3487.jpg	79.98	42.63	65.69	40.81	68.84	80.92
3488.jpg	55.09	41.77	52.26	34.11	50.61	56.15
3489.jpg	34.22	21.87	22.15	29.56	28.59	32.64
349.jpg	90.87	64.88	73.38	57.11	75.59	90.96
3490.jpg	31.68	33.64	38.25	29.85	35.06	32.12
3491.jpg	62.24	61.84	61.86	52.64	63.64	63.41
3492.jpg	63.55	51.24	55.03	42.74	63.97	65.47
3493.jpg	59.21	53.30	52.23	45.71	55.39	59.55
3494.jpg	79.88	66.63	74.62	59.76	74.63	80.66
3495.jpg	46.82	18.58	37.13	23.90	28.72	47.11
3496.jpg	64.85	60.65	63.61	49.12	65.57	65.36
3497.jpg	71.28	41.80	69.73	34.16	70.62	71.67
3498.jpg	67.17	35.19	39.59	30.29	51.17	68.39
3499.jpg	63.08	52.16	55.82	52.52	60.55	62.52
35.jpg	90.17	86.14	86.36	82.93	87.89	90.44
350.jpg	74.10	46.92	59.88	42.76	57.23	73.63
3500.jpg	56.69	19.77	27.34	38.58	42.11	56.23
3501.jpg	69.66	58.49	64.44	57.83	68.70	70.13
3502.jpg	58.19	52.77	65.23	56.95	61.48	58.44
3503.jpg	68.17	53.12	64.30	38.62	68.40	68.45
3504.jpg	29.05	7.73	18.47	14.20	17.24	29.01
3505.jpg	63.10	60.48	57.69	55.20	59.89	63.45
3506.jpg	88.22	51.01	55.74	31.56	56.44	88.23
3507.jpg	37.71	20.82	27.66	30.72	27.25	38.40
3508.jpg	58.79	56.95	61.77	55.46	59.89	59.64
3509.jpg	45.07	32.50	36.91	37.59	38.08	45.60
351.jpg	61.38	57.81	62.47	60.75	62.46	61.73
3510.jpg	74.57	59.85	57.11	49.29	62.50	74.31
3511.jpg	88.01	69.79	76.00	63.61	80.66	88.39
3512.jpg	79.44	40.73	52.53	33.05	68.32	78.56
3513.jpg	62.79	61.29	61.00	60.63	61.62	63.05
3514.jpg	33.99	27.71	28.45	26.31	29.67	34.28
3515.jpg	29.53	33.59	29.17	21.75	31.27	29.73
3516.jpg	76.88	56.06	68.40	42.99	70.62	77.00
3517.jpg	49.40	51.43	49.91	47.19	53.62	50.55
3518.jpg	56.23	32.10	47.72	27.11	48.26	56.96
3519.jpg	71.09	67.35	70.05	57.77	72.30	71.81
352.jpg	82.23	80.54	71.85	60.47	81.56	82.66
3520.jpg	66.08	50.29	63.02	54.47	64.95	66.89
3521.jpg	78.97	74.76	74.55	57.38	76.97	79.15
3522.jpg	93.28	74.52	80.24	74.73	81.12	92.92
3523.jpg	83.41	38.83	67.82	27.15	67.64	84.20
3524.jpg	67.30	69.47	60.06	60.50	69.50	68.16
3525.jpg	83.22	61.29	60.02	42.08	74.65	83.30
3526.jpg	40.89	35.35	39.44	30.01	38.33	40.65
3527.jpg	84.32	54.85	48.67	39.95	63.42	84.89
3528.jpg	28.17	28.80	26.73	24.90	28.99	28.95
3529.jpg	65.39	57.58	57.09	53.18	59.95	65.83
353.jpg	61.97	52.56	52.63	50.06	54.74	62.01
3530.jpg	80.49	78.40	73.61	71.53	80.70	81.21
3531.jpg	67.30	58.55	87.53	54.08	72.56	67.61
3532.jpg	79.33	76.36	62.38	63.78	74.31	79.45
3533.jpg	41.90	40.52	38.36	42.06	44.60	44.76
3534.jpg	70.90	61.11	56.76	40.82	68.07	71.70
3535.jpg	63.11	64.90	61.51	53.08	68.95	67.30
3536.jpg	42.73	40.08	39.70	30.38	43.19	43.28
3537.jpg	61.65	40.99	58.56	38.06	51.40	61.25
3538.jpg	84.70	38.14	52.24	34.08	59.07	86.20
3539.jpg	62.94	61.90	71.13	61.01	63.31	63.19
354.jpg	63.35	57.34	62.46	57.88	58.71	63.07
3540.jpg	69.62	61.71	80.73	65.41	71.96	71.24
3541.jpg	61.68	60.32	37.80	19.69	59.58	62.03
3542.jpg	76.69	58.60	73.81	32.39	71.05	76.66
3543.jpg	66.88	65.04	63.84	58.00	65.90	66.62
3544.jpg	92.95	56.69	85.86	46.27	92.13	93.69
3545.jpg	53.23	53.13	57.20	52.37	55.11	54.13
3546.jpg	52.07	36.04	34.95	32.33	37.87	52.94
3547.jpg	30.82	30.64	31.34	15.09	32.15	31.56
3548.jpg	83.56	57.12	55.05	51.29	70.48	84.86
3549.jpg	87.03	44.22	59.37	17.07	64.96	87.06
355.jpg	83.22	56.02	70.92	56.42	71.80	84.71
3550.jpg	91.31	84.43	86.54	49.75	87.69	92.36
