Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
2678.jpg	63.06	59.23	60.80	51.69	62.96	63.50
2679.jpg	87.44	27.71	72.87	15.49	74.17	87.88
268.jpg	88.37	39.26	76.14	19.96	77.53	88.49
2680.jpg	43.69	30.14	34.69	20.82	35.18	44.22
2681.jpg	51.22	49.45	50.06	39.91	51.31	51.58
2682.jpg	66.11	57.07	68.49	51.90	61.28	66.05
2683.jpg	79.54	67.41	70.95	67.80	75.89	79.69
2684.jpg	91.99	82.74	63.90	67.66	89.27	92.24
2685.jpg	73.18	64.23	67.97	70.42	72.48	73.55
2686.jpg	87.78	52.24	64.39	47.94	66.15	89.19
2687.jpg	54.11	54.35	54.00	54.16	54.24	54.18
2688.jpg	63.55	65.44	64.81	57.59	65.39	64.06
2689.jpg	64.15	51.19	50.31	40.95	57.68	65.23
269.jpg	61.96	47.47	42.67	33.26	55.26	63.19
2690.jpg	91.90	87.00	86.71	81.92	90.64	92.07
2691.jpg	64.35	61.83	62.64	44.15	64.16	64.96
2692.jpg	85.90	66.85	66.53	67.20	74.07	86.27
2693.jpg	75.69	64.80	74.97	46.61	77.37	76.26
2694.jpg	69.72	51.47	53.06	49.19	54.03	69.25
2695.jpg	78.50	63.39	61.10	56.21	75.77	80.12
2696.jpg	79.98	46.05	52.27	34.19	73.72	80.26
2697.jpg	36.12	34.15	35.71	36.12	37.12	36.46
2698.jpg	87.38	33.99	56.67	20.46	64.90	84.78
2699.jpg	74.53	52.17	52.76	44.88	61.87	74.79
27.jpg	91.17	49.18	57.44	47.73	60.03	82.55
270.jpg	62.89	44.70	48.05	43.98	51.14	63.78
2700.jpg	58.46	20.19	27.16	27.31	33.66	43.14
2701.jpg	75.33	59.81	56.40	41.40	60.19	75.48
2702.jpg	76.35	55.49	63.42	45.88	65.75	75.07
2703.jpg	50.96	47.32	42.77	45.56	51.14	51.28
2704.jpg	76.98	70.82	75.27	56.41	76.42	76.99
2705.jpg	83.56	59.70	77.52	55.85	83.50	83.84
2706.jpg	70.09	65.22	68.33	59.89	71.38	71.78
2707.jpg	85.33	36.93	61.93	37.61	64.62	85.70
2708.jpg	65.80	55.46	59.31	54.47	58.70	65.97
2709.jpg	89.47	86.28	86.20	74.54	87.44	88.89
271.jpg	82.61	67.67	80.93	60.92	83.02	82.61
2710.jpg	83.88	61.84	65.64	37.26	73.40	84.20
2711.jpg	75.20	62.12	58.99	34.72	71.57	75.00
2712.jpg	63.91	30.99	37.73	37.04	39.22	64.02
2713.jpg	85.50	79.75	84.23	65.47	85.16	85.95
2714.jpg	37.39	31.90	35.68	29.45	37.10	38.27
2715.jpg	72.44	46.80	47.35	46.66	52.13	71.19
2716.jpg	64.97	44.88	48.17	48.40	54.43	65.43
2717.jpg	89.12	81.81	83.43	76.16	84.91	89.15
2718.jpg	79.30	56.63	67.54	70.65	76.85	79.74
2719.jpg	88.87	37.75	57.16	27.43	61.61	85.19
272.jpg	36.23	34.93	28.17	28.06	33.52	37.00
2720.jpg	40.95	25.18	28.68	26.31	32.21	41.29
2721.jpg	68.21	38.24	45.05	36.76	49.69	68.44
2722.jpg	78.59	44.04	63.84	43.59	64.52	79.08
2723.jpg	40.12	15.20	44.10	23.82	43.11	40.42
2724.jpg	76.92	19.78	63.24	24.91	63.36	77.50
2725.jpg	55.01	46.72	46.39	45.63	48.48	55.35
2726.jpg	64.88	49.68	51.70	32.87	58.57	66.08
2727.jpg	54.35	35.25	52.54	14.96	55.09	54.42
2728.jpg	85.02	73.02	81.92	70.68	84.62	85.19
2729.jpg	52.54	51.90	53.32	40.60	54.76	55.97
273.jpg	50.24	40.76	42.70	20.80	48.00	51.42
2730.jpg	57.65	47.68	47.82	46.39	50.60	57.50
2731.jpg	85.93	64.95	72.68	42.65	78.81	87.63
2732.jpg	89.76	76.98	62.55	60.81	84.44	90.17
2733.jpg	81.51	43.17	64.87	40.00	66.06	82.09
2734.jpg	67.15	40.48	49.13	40.55	45.57	67.31
2735.jpg	78.12	70.95	72.52	51.01	74.38	77.70
2736.jpg	94.03	78.36	90.07	69.37	94.74	94.43
2737.jpg	83.60	69.96	74.67	68.70	75.33	83.01
2738.jpg	74.37	60.90	77.11	65.90	73.27	74.29
2739.jpg	66.22	65.45	37.34	25.13	67.48	66.78
274.jpg	73.47	75.42	75.05	71.74	76.51	75.62
2740.jpg	94.54	62.87	65.20	59.28	66.79	92.49
2741.jpg	90.86	90.02	89.18	88.60	91.57	91.10
2742.jpg	82.80	74.42	64.93	62.90	79.94	83.43
2743.jpg	78.33	74.94	74.33	74.19	74.98	78.68
2744.jpg	79.66	36.92	42.60	35.53	48.05	74.54
2745.jpg	69.02	52.14	51.79	52.13	54.72	69.21
2746.jpg	91.39	23.32	59.16	21.30	46.85	90.20
2747.jpg	79.61	69.18	73.94	60.13	76.92	80.03
2748.jpg	68.37	68.21	65.89	64.95	69.12	68.45
2749.jpg	72.72	68.58	67.69	71.13	71.47	73.13
275.jpg	70.20	51.36	53.06	55.10	55.00	70.22
2750.jpg	80.62	59.62	51.63	29.92	61.39	80.04
2751.jpg	53.24	43.97	49.45	48.39	53.05	53.74
2752.jpg	75.83	43.14	40.70	27.64	46.74	62.08
2753.jpg	49.75	46.30	48.48	46.39	46.80	48.98
2754.jpg	95.49	89.57	86.93	82.95	93.13	95.76
2755.jpg	57.10	42.04	48.11	46.75	50.92	54.81
2756.jpg	83.00	48.37	64.93	41.44	69.02	83.66
2757.jpg	78.89	49.73	52.46	34.17	64.66	79.92
2758.jpg	80.25	70.25	78.94	75.60	79.25	81.85
2759.jpg	87.37	78.04	79.51	78.49	82.25	87.68
276.jpg	84.33	58.95	69.40	37.48	77.13	84.64
2760.jpg	93.19	38.54	39.03	38.27	45.10	89.23
2761.jpg	61.11	44.92	51.48	42.45	47.87	57.90
2762.jpg	86.32	43.92	66.09	39.99	64.84	86.96
2763.jpg	83.37	60.78	67.41	63.44	69.24	83.46
2764.jpg	92.37	91.50	88.85	83.03	92.50	94.77
2765.jpg	67.82	42.92	44.87	41.45	48.53	66.97
2766.jpg	31.21	25.33	29.61	16.17	32.67	31.69
2767.jpg	45.65	37.06	41.09	30.36	45.79	46.13
2768.jpg	62.83	44.73	48.04	43.99	51.13	63.69
2769.jpg	61.42	36.29	35.88	34.58	44.94	61.63
277.jpg	75.67	75.06	69.59	44.39	76.17	76.60
2770.jpg	93.04	67.13	82.49	56.50	72.52	93.46
2771.jpg	62.53	34.79	44.68	41.37	50.11	62.59
2772.jpg	32.59	33.19	44.97	28.10	34.39	32.77
2773.jpg	70.03	59.73	60.98	56.14	64.23	70.26
2774.jpg	83.87	54.20	83.62	40.49	77.56	84.77
2775.jpg	67.86	53.07	57.19	50.65	59.51	68.81
2776.jpg	55.03	26.65	36.92	24.80	37.08	55.21
2777.jpg	91.75	70.72	78.75	63.24	83.36	92.21
2778.jpg	87.40	86.40	82.59	80.94	87.78	87.56
2779.jpg	81.59	58.05	67.77	57.09	67.85	78.25
278.jpg	74.32	67.13	69.14	69.36	72.05	75.04
2780.jpg	82.15	37.16	41.60	14.49	60.77	81.59
2781.jpg	90.46	64.61	65.35	61.13	69.46	92.33
2782.jpg	72.01	56.20	59.74	54.48	62.16	71.26
2783.jpg	79.37	63.76	64.53	60.02	69.04	79.58
2784.jpg	56.62	55.52	51.95	50.73	56.81	57.09
2785.jpg	59.31	49.42	57.50	31.80	60.16	61.19
2786.jpg	65.35	59.11	65.95	49.00	68.45	68.27
2787.jpg	82.59	77.24	68.30	59.41	79.24	85.24
2788.jpg	51.68	36.83	29.43	22.87	38.34	52.13
2789.jpg	84.09	78.39	88.22	74.05	87.01	86.48
279.jpg	84.96	75.92	81.43	77.01	80.47	84.13
2790.jpg	48.53	11.25	44.60	27.20	43.30	48.02
2791.jpg	49.36	36.30	44.06	40.39	45.12	50.12
2792.jpg	72.20	55.65	60.04	14.35	64.31	72.53
2793.jpg	81.57	71.43	79.32	58.02	80.26	81.92
2794.jpg	59.40	60.42	59.34	52.12	60.01	59.64
2795.jpg	50.06	60.29	39.16	33.84	63.47	50.48
2796.jpg	92.42	81.75	69.58	68.19	86.98	92.63
2797.jpg	90.34	76.07	82.61	71.62	84.22	90.57
2798.jpg	79.91	46.90	60.27	36.14	63.87	70.96
2799.jpg	71.05	46.38	57.97	38.14	62.75	71.10
28.jpg	60.22	33.56	36.57	28.25	41.16	59.42
280.jpg	69.39	54.55	56.74	53.11	58.08	59.73
2800.jpg	48.47	25.02	46.55	26.01	39.18	48.66
2801.jpg	66.75	54.15	56.19	54.77	58.67	65.67
2802.jpg	65.43	50.54	76.02	57.04	68.83	66.51
2803.jpg	54.80	54.96	54.75	26.79	56.08	54.81
2804.jpg	77.66	45.97	57.96	37.62	60.43	77.81
2805.jpg	59.88	35.10	51.26	33.78	53.14	59.86
2806.jpg	64.82	60.39	62.59	61.18	62.17	65.27
2807.jpg	88.85	42.89	51.37	37.40	60.27	85.06
2808.jpg	69.93	51.46	56.18	43.89	58.52	66.23
2809.jpg	68.50	39.44	44.19	35.68	49.39	67.30
281.jpg	66.69	64.64	68.23	53.86	67.68	67.58
2810.jpg	41.92	44.27	43.55	40.74	45.46	43.39
2811.jpg	86.40	33.96	69.74	25.17	75.23	83.69
2812.jpg	78.17	39.74	39.05	37.74	50.67	79.36
2813.jpg	79.33	65.23	71.30	46.33	75.79	79.93
2814.jpg	62.21	55.94	51.45	21.95	61.02	62.69
2815.jpg	63.92	42.44	48.10	36.35	44.96	63.97
2816.jpg	58.66	56.35	50.66	50.16	53.64	58.69
2817.jpg	88.06	45.96	48.01	27.21	58.38	89.96
2818.jpg	27.11	28.02	47.79	24.57	28.63	27.39
2819.jpg	79.99	70.72	68.73	66.56	70.65	79.74
282.jpg	77.90	75.74	72.37	52.79	77.51	78.48
2820.jpg	75.96	72.28	75.53	65.67	76.36	76.50
2821.jpg	81.73	74.68	70.30	61.98	75.57	81.92
2822.jpg	78.28	74.90	78.00	73.63	78.38	78.32
2823.jpg	67.03	51.99	53.27	38.97	58.31	67.51
2824.jpg	48.66	30.91	32.62	29.29	36.64	46.52
2825.jpg	41.43	29.84	31.29	27.17	32.44	40.40
2826.jpg	28.07	23.12	28.83	25.41	29.51	28.93
2827.jpg	74.94	75.48	74.36	73.03	76.23	75.25
2828.jpg	52.33	27.20	55.93	31.80	52.15	55.05
2829.jpg	75.96	21.18	45.55	26.45	52.28	76.20
283.jpg	90.50	83.93	91.88	81.81	89.34	90.73
2830.jpg	90.06	58.23	66.73	50.66	73.61	88.01
2831.jpg	54.89	56.83	52.83	48.90	57.46	56.79
2832.jpg	66.64	30.07	53.03	16.60	56.84	66.85
2833.jpg	57.99	37.62	50.25	34.02	53.55	58.04
2834.jpg	60.14	25.79	50.51	24.39	51.87	60.17
2835.jpg	72.36	63.06	59.03	26.20	68.15	71.97
2836.jpg	70.94	44.58	53.98	42.15	56.35	71.23
2837.jpg	45.56	41.46	43.45	37.74	44.04	45.73
2838.jpg	68.18	63.62	64.33	63.27	67.31	68.21
2839.jpg	83.64	62.80	67.01	60.72	71.30	84.00
284.jpg	66.48	61.81	42.30	48.49	62.67	68.87
2840.jpg	85.81	86.37	81.56	72.92	90.49	91.14
2841.jpg	61.98	32.03	58.62	47.96	60.29	62.54
2842.jpg	65.93	40.40	42.04	30.77	51.89	65.48
2843.jpg	59.08	53.08	51.30	47.79	55.30	58.63
2844.jpg	31.45	46.42	50.88	43.61	53.23	51.27
2845.jpg	44.93	34.77	30.82	33.21	37.25	44.85
2846.jpg	69.20	48.49	51.76	43.74	55.46	71.81
2847.jpg	56.21	46.34	43.74	42.21	45.92	56.44
2848.jpg	79.04	69.27	65.98	63.47	70.85	79.23
2849.jpg	68.06	50.89	56.44	47.38	58.17	68.83
285.jpg	76.63	40.60	41.96	32.64	46.28	77.04
2850.jpg	81.49	52.23	56.29	53.67	71.04	82.66
2851.jpg	67.13	52.82	54.74	49.57	61.73	68.14
2852.jpg	83.37	68.62	74.61	69.42	74.91	84.07
2853.jpg	49.33	50.57	46.14	50.54	54.87	52.09
2854.jpg	79.50	32.36	32.60	31.98	49.08	80.62
2855.jpg	46.80	38.09	47.24	46.23	48.19	47.50
2856.jpg	78.76	65.28	68.44	64.23	67.79	78.39
2857.jpg	65.41	40.72	50.14	36.31	54.47	66.06
2858.jpg	53.90	30.93	46.36	28.53	36.70	54.11
2859.jpg	81.31	25.35	70.01	31.75	71.79	81.55
286.jpg	90.10	64.84	77.98	64.47	72.27	91.53
2860.jpg	65.96	34.71	45.83	35.75	52.90	69.93
2861.jpg	76.63	30.67	75.14	30.75	75.17	77.05
2862.jpg	91.86	90.42	92.99	73.12	93.96	92.21
2863.jpg	92.42	74.43	67.89	65.02	85.99	92.72
2864.jpg	86.54	81.45	83.30	78.73	83.05	84.75
2865.jpg	75.87	59.35	46.12	44.14	56.19	76.17
2866.jpg	87.80	83.24	86.63	73.70	87.88	87.89
2867.jpg	75.69	72.79	81.00	59.57	79.37	78.52
2868.jpg	52.49	45.26	45.33	44.81	46.60	53.28
2869.jpg	42.81	21.61	25.65	25.72	35.74	41.86
287.jpg	83.13	71.89	62.86	51.46	80.86	84.68
2870.jpg	88.82	71.95	72.46	45.16	76.42	87.74
2871.jpg	87.34	67.36	77.99	62.01	82.02	87.86
2872.jpg	81.63	62.90	71.97	42.81	76.42	81.43
2873.jpg	70.00	38.60	49.21	27.08	56.07	69.98
2874.jpg	78.32	60.19	58.25	43.10	67.52	78.31
2875.jpg	36.51	26.99	27.21	23.88	30.68	37.64
2876.jpg	51.72	7.05	51.09	21.63	38.40	52.14
2877.jpg	78.38	81.27	75.74	51.43	74.81	78.60
2878.jpg	57.27	59.84	61.60	53.52	63.77	58.51
2879.jpg	67.60	38.91	53.24	18.44	57.06	65.76
288.jpg	65.57	57.59	60.92	50.48	64.09	66.25
2880.jpg	59.59	36.94	39.85	30.04	38.64	59.51
2881.jpg	75.73	55.76	53.64	25.35	58.61	76.07
2882.jpg	88.22	38.49	57.83	36.64	39.55	75.58
2883.jpg	81.67	60.96	43.12	61.60	74.69	82.28
2884.jpg	50.79	47.62	51.90	37.45	48.88	52.18
2885.jpg	79.01	59.30	60.05	59.53	61.09	79.25
2886.jpg	48.47	66.89	41.13	48.34	50.30	47.88
2887.jpg	84.63	58.24	67.99	35.14	78.58	85.55
2888.jpg	89.41	44.17	35.68	34.35	47.89	82.71
2889.jpg	88.82	66.85	78.98	64.32	75.65	88.97
289.jpg	80.42	50.49	51.81	40.41	57.34	79.87
2890.jpg	69.77	32.04	35.89	32.86	38.39	71.22
2891.jpg	85.60	61.77	74.24	46.25	78.01	86.19
2892.jpg	80.91	51.16	51.28	42.55	63.64	81.92
2893.jpg	90.02	78.64	75.78	60.64	84.95	89.78
2894.jpg	40.24	16.98	21.50	16.87	24.05	40.50
2895.jpg	42.90	44.25	43.93	42.50	44.51	43.46
2896.jpg	65.01	42.27	45.61	38.63	47.76	65.73
2897.jpg	91.30	43.99	50.41	33.57	52.99	90.68
2898.jpg	59.12	49.17	49.38	43.61	52.67	59.28
2899.jpg	54.29	59.69	55.05	45.11	60.71	55.47
29.jpg	86.39	61.06	73.67	47.96	77.21	86.60
290.jpg	82.78	69.04	74.35	49.29	82.43	82.81
2900.jpg	87.85	56.49	60.57	41.84	71.20	85.01
2901.jpg	73.99	61.11	60.55	44.45	69.16	74.37
2902.jpg	62.60	64.53	67.45	61.38	66.35	65.03
2903.jpg	80.19	53.30	46.38	30.97	62.12	80.57
2904.jpg	55.09	50.55	51.47	39.46	54.42	56.03
2905.jpg	68.20	60.44	66.14	27.61	65.79	69.18
2906.jpg	64.71	57.97	60.48	56.88	62.16	64.80
2907.jpg	94.91	92.35	73.74	71.80	90.89	94.93
2908.jpg	72.44	63.03	54.34	48.40	62.30	72.67
2909.jpg	68.63	67.49	63.95	66.85	71.16	69.29
291.jpg	37.25	21.41	26.02	8.18	31.16	37.27
2910.jpg	73.33	38.88	55.78	24.32	59.86	73.76
2911.jpg	85.53	70.31	76.51	61.94	77.45	86.65
2912.jpg	50.15	33.79	33.58	16.87	35.52	50.08
2913.jpg	73.10	65.31	78.35	50.79	77.80	74.17
2914.jpg	54.63	22.44	36.93	12.16	39.08	54.75
2915.jpg	82.88	75.76	59.54	39.25	76.58	82.66
2916.jpg	90.92	69.98	79.87	66.92	76.88	91.14
2917.jpg	83.64	46.36	48.14	53.37	65.73	82.40
2918.jpg	56.70	52.25	46.25	46.23	49.14	56.07
2919.jpg	54.29	30.96	51.60	31.84	52.61	54.54
292.jpg	89.51	79.18	78.56	79.55	84.11	89.89
2920.jpg	76.78	64.90	71.70	63.49	73.81	77.57
2921.jpg	40.03	43.89	36.50	33.58	42.48	40.69
2922.jpg	80.91	59.81	68.58	50.33	71.34	81.26
2923.jpg	85.57	73.70	77.20	58.50	78.31	85.38
2924.jpg	37.92	32.99	34.75	21.01	35.56	38.28
2925.jpg	45.19	20.77	23.78	22.28	26.79	39.83
2926.jpg	88.39	70.94	69.78	60.63	73.68	87.90
2927.jpg	87.24	58.73	68.30	42.22	74.58	85.12
2928.jpg	51.69	31.73	53.97	25.67	41.19	53.20
2929.jpg	94.84	84.61	87.01	39.91	87.17	94.84
293.jpg	66.30	64.75	67.81	56.68	70.77	71.54
2930.jpg	56.49	47.56	46.62	46.47	48.30	57.15
2931.jpg	61.26	30.31	29.28	20.14	37.08	56.24
2932.jpg	50.87	24.31	16.55	19.15	22.36	50.31
2933.jpg	50.35	31.48	34.45	27.66	34.15	48.36
2934.jpg	86.13	54.23	77.23	36.87	82.51	86.73
2935.jpg	91.89	41.26	81.07	54.63	76.48	92.17
2936.jpg	89.31	61.51	68.13	63.40	73.58	89.27
2937.jpg	85.07	83.05	81.23	75.18	83.24	86.43
2938.jpg	70.36	70.26	70.46	68.22	70.87	70.50
2939.jpg	49.52	42.42	35.77	37.53	46.36	49.75
294.jpg	87.48	83.47	58.46	56.80	86.50	88.42
2940.jpg	83.75	50.02	49.72	49.61	50.53	83.33
2941.jpg	89.21	77.50	77.28	74.51	77.56	89.36
2942.jpg	60.89	51.64	57.16	51.19	60.82	62.20
2943.jpg	72.50	61.72	62.37	54.48	64.34	72.28
2944.jpg	63.82	64.29	59.32	62.17	65.59	64.83
2945.jpg	57.32	39.50	47.78	38.60	45.98	57.17
2946.jpg	66.12	46.04	59.69	24.90	62.97	66.26
2947.jpg	69.95	63.28	68.53	63.60	70.81	70.10
2948.jpg	65.81	55.06	57.45	48.46	56.59	64.39
2949.jpg	71.09	65.86	65.73	65.37	65.93	71.24
295.jpg	75.71	74.97	73.94	74.42	75.60	75.83
2950.jpg	86.13	68.30	69.67	43.59	82.28	86.38
2951.jpg	61.48	49.50	60.64	43.90	61.24	61.82
2952.jpg	75.86	56.11	51.36	34.22	64.38	72.03
2953.jpg	49.43	27.66	43.88	25.92	43.64	49.66
2954.jpg	62.48	53.46	53.42	53.74	59.56	63.47
2955.jpg	63.36	57.01	50.21	54.78	59.04	63.44
2956.jpg	60.21	43.36	50.37	37.14	54.73	60.87
2957.jpg	48.22	51.94	51.79	33.69	52.26	49.38
2958.jpg	89.36	63.56	56.72	65.10	66.25	89.79
2959.jpg	70.12	51.85	69.26	63.90	69.38	70.70
296.jpg	52.79	49.96	53.59	44.97	52.02	53.61
2960.jpg	58.71	50.72	53.93	38.21	58.06	59.05
2961.jpg	75.60	24.26	54.51	21.08	54.96	77.73
2962.jpg	27.34	34.37	77.63	26.52	33.56	27.61
2963.jpg	86.01	68.67	68.56	57.84	74.95	86.74
2964.jpg	81.80	74.44	80.53	63.55	80.78	80.82
2965.jpg	59.61	58.75	52.25	44.28	60.15	60.16
2966.jpg	56.36	36.08	36.08	33.58	44.61	57.93
2967.jpg	68.46	60.09	60.24	45.86	67.10	68.69
2968.jpg	63.27	61.73	62.15	62.27	63.40	63.79
2969.jpg	51.34	15.66	17.61	14.90	21.91	50.02
297.jpg	61.02	53.56	60.48	48.90	61.42	61.71
2970.jpg	60.33	57.49	55.46	54.65	58.03	60.65
2971.jpg	88.71	78.19	61.80	63.40	76.34	88.55
2972.jpg	42.30	41.48	41.73	35.79	42.22	42.78
2973.jpg	84.91	48.22	74.95	46.47	77.09	85.17
2974.jpg	72.19	44.55	63.87	41.09	67.75	72.71
2975.jpg	56.85	47.69	51.17	41.17	51.98	57.38
2976.jpg	29.77	31.59	29.23	28.28	31.51	30.04
2977.jpg	59.08	34.83	44.26	30.84	44.71	58.23
2978.jpg	81.66	50.43	63.66	57.54	69.92	81.74
2979.jpg	70.39	53.84	55.59	51.86	56.03	66.15
298.jpg	61.92	51.52	51.93	47.23	50.97	62.09
2980.jpg	75.75	55.81	58.86	54.07	60.09	75.30
2981.jpg	73.70	72.08	71.03	57.07	72.63	74.38
2982.jpg	74.45	52.70	64.08	62.97	67.35	71.56
2983.jpg	81.59	39.76	47.51	36.02	49.51	81.57
2984.jpg	77.29	62.25	68.80	58.03	72.60	77.61
2985.jpg	85.73	82.69	82.84	83.03	84.01	86.05
2986.jpg	82.14	64.21	74.26	56.22	76.95	81.92
2987.jpg	62.12	65.83	82.02	56.36	69.13	62.36
2988.jpg	40.29	15.57	20.33	16.49	20.65	39.05
2989.jpg	89.65	59.06	57.13	52.52	84.10	90.43
299.jpg	58.63	50.08	51.91	42.62	52.57	57.77
2990.jpg	62.71	56.49	59.01	57.81	59.75	61.95
2991.jpg	90.07	58.35	66.77	50.67	73.73	87.98
2992.jpg	40.54	38.18	39.64	35.79	42.29	41.65
2993.jpg	69.50	31.14	72.35	18.04	60.14	68.47
2994.jpg	50.38	73.06	74.76	62.82	76.41	59.64
2995.jpg	94.26	87.95	66.93	68.64	87.85	95.16
2996.jpg	89.74	94.10	89.49	86.97	90.14	89.83
2997.jpg	44.50	41.92	46.19	40.02	46.85	45.86
2998.jpg	84.22	24.74	51.86	43.31	59.33	82.99
2999.jpg	29.24	29.23	28.57	29.06	30.69	29.95
3.jpg	38.20	44.75	34.73	34.77	39.35	38.64
30.jpg	49.96	49.73	48.25	30.27	51.53	51.57
300.jpg	54.47	40.64	42.14	36.60	43.59	53.00
3000.jpg	68.02	59.46	63.34	58.66	60.83	68.36
3001.jpg	84.27	73.98	74.88	40.31	77.96	83.06
3002.jpg	60.32	58.17	57.80	55.06	60.37	60.90
3003.jpg	74.58	59.32	67.18	55.17	69.53	75.31
3004.jpg	54.11	43.71	43.42	36.64	47.92	54.29
3005.jpg	64.67	30.87	55.02	30.93	48.65	64.60
3006.jpg	49.41	49.54	47.83	32.53	50.09	49.48
3007.jpg	67.13	65.11	63.18	54.02	67.83	67.79
3008.jpg	67.14	42.22	53.13	42.28	46.46	67.03
3009.jpg	35.04	22.74	39.16	31.46	31.60	35.39
301.jpg	89.74	31.18	48.53	7.31	50.64	88.29
3010.jpg	40.41	26.00	40.49	27.63	40.62	40.85
3011.jpg	41.94	28.45	39.04	23.93	36.24	42.31
3012.jpg	50.64	43.14	49.01	40.59	50.42	51.24
3013.jpg	74.72	34.31	39.38	34.37	45.52	73.50
3014.jpg	76.33	57.24	53.58	36.17	60.33	78.08
3015.jpg	74.75	63.65	77.90	64.80	71.63	74.87
3016.jpg	79.57	49.04	42.44	39.40	52.07	72.13
3017.jpg	70.84	46.13	47.02	44.58	67.26	70.93
