Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
2176.jpg	70.06	54.23	78.43	51.96	59.11	69.54
2177.jpg	78.41	55.86	69.19	48.27	69.08	77.96
2178.jpg	84.97	68.03	85.63	73.56	82.73	85.03
2179.jpg	81.75	37.93	52.48	33.73	52.37	79.53
218.jpg	79.89	38.46	35.04	22.88	54.74	78.89
2180.jpg	55.62	43.38	62.40	44.74	51.91	55.48
2181.jpg	60.87	38.53	51.17	48.63	51.31	60.95
2182.jpg	65.76	47.89	62.54	42.33	63.14	65.16
2184.jpg	80.88	57.01	62.71	47.08	67.26	79.84
2183.jpg	70.85	59.48	44.61	39.78	62.80	73.27
2185.jpg	91.17	66.53	63.91	62.69	69.78	88.84
2187.jpg	64.81	69.21	56.96	58.76	61.46	64.39
2186.jpg	70.85	48.06	63.07	45.26	62.75	69.99
2188.jpg	97.84	92.12	92.62	82.79	96.32	97.27
2189.jpg	78.88	36.93	37.97	33.11	42.91	77.57
219.jpg	63.48	54.02	46.70	45.83	55.55	64.24
2191.jpg	87.22	50.22	71.14	47.42	72.20	79.93
2190.jpg	91.69	85.06	88.96	82.63	89.15	91.69
2192.jpg	73.41	27.01	34.35	40.51	47.01	72.20
2193.jpg	61.94	59.78	58.90	49.72	60.49	61.99
2194.jpg	97.49	43.48	48.87	32.55	74.32	96.18
2195.jpg	89.12	62.15	77.28	52.56	82.32	93.33
2196.jpg	77.22	57.12	67.27	50.47	66.69	76.73
2197.jpg	99.00	83.94	80.78	77.76	94.51	98.30
2198.jpg	84.02	77.06	78.01	75.88	78.80	84.82
22.jpg	64.33	78.55	52.32	60.46	60.27	63.86
2199.jpg	65.23	52.39	58.68	50.29	62.50	65.32
220.jpg	81.32	69.87	67.12	50.64	73.44	81.38
2200.jpg	68.57	51.18	46.83	47.98	52.41	67.79
2201.jpg	75.48	71.75	70.78	70.14	71.33	74.98
2202.jpg	81.77	57.89	52.96	44.09	69.23	81.14
2203.jpg	89.73	60.03	78.96	64.61	80.50	89.80
2204.jpg	86.74	72.29	70.74	60.69	76.06	86.40
2206.jpg	86.29	53.32	68.25	59.46	68.35	86.18
2205.jpg	57.61	59.75	53.85	54.50	57.03	56.78
2207.jpg	92.27	58.54	68.83	51.67	72.14	90.67
2208.jpg	95.13	66.02	83.00	75.59	90.07	95.09
2209.jpg	39.96	7.98	23.62	24.75	24.24	38.63
221.jpg	57.15	32.18	55.48	52.44	56.83	57.24
2210.jpg	68.21	51.54	60.27	56.53	60.86	68.23
2212.jpg	93.41	72.37	78.74	65.02	82.10	91.93
2211.jpg	67.64	44.74	72.29	62.14	68.85	68.86
2213.jpg	84.29	70.84	63.69	45.90	76.84	84.16
2215.jpg	83.15	73.18	68.56	38.02	79.16	83.08
2214.jpg	56.61	31.27	33.85	28.15	41.85	56.40
2216.jpg	93.47	55.27	87.94	66.42	86.70	93.52
2217.jpg	50.51	29.61	39.20	38.06	44.30	50.09
2218.jpg	79.80	18.45	53.69	31.65	49.19	79.18
2219.jpg	69.01	56.39	62.74	34.97	69.66	68.60
222.jpg	84.65	52.59	63.18	55.51	67.21	84.53
2220.jpg	87.91	83.17	82.67	78.99	84.11	88.07
2221.jpg	66.20	33.02	55.77	33.87	56.04	66.09
2222.jpg	84.57	70.61	69.26	50.38	77.44	83.05
2223.jpg	65.73	54.15	48.98	39.14	50.04	65.80
2224.jpg	91.91	53.31	58.80	51.92	58.34	78.34
2225.jpg	85.46	42.26	49.32	37.94	53.33	85.14
2226.jpg	86.06	57.91	63.98	47.38	64.63	85.18
2228.jpg	89.91	31.17	77.29	26.07	69.51	89.46
2227.jpg	89.46	40.07	41.80	39.55	48.73	89.40
223.jpg	94.20	57.60	56.57	44.06	60.46	91.49
2229.jpg	85.26	70.58	75.81	17.45	80.07	84.28
2230.jpg	84.97	45.78	53.95	44.27	63.36	81.46
2231.jpg	82.64	64.95	60.89	51.72	68.24	82.66
2233.jpg	75.41	76.42	76.96	66.25	75.70	74.97
2232.jpg	74.03	55.90	56.57	50.28	59.94	71.60
2234.jpg	76.10	40.25	61.58	24.78	62.97	74.77
2235.jpg	85.74	34.21	33.60	7.82	53.42	78.32
2236.jpg	67.21	43.24	59.66	42.30	53.31	66.94
2237.jpg	89.32	79.81	59.08	36.75	83.48	90.15
2238.jpg	50.90	16.66	15.90	15.88	17.48	50.92
2239.jpg	95.79	85.98	59.64	47.22	88.43	95.94
224.jpg	87.44	78.46	85.32	47.62	87.84	91.80
2240.jpg	84.91	65.25	78.03	65.58	81.56	84.94
2241.jpg	94.42	42.13	63.30	19.23	57.75	90.32
2242.jpg	76.80	51.99	75.71	50.20	76.17	76.32
2244.jpg	97.15	83.29	59.30	44.39	86.71	95.09
2243.jpg	86.87	84.61	83.64	84.92	84.58	86.21
2245.jpg	60.10	51.89	56.39	48.16	59.02	59.13
2246.jpg	88.39	76.12	81.82	76.41	83.62	88.59
2248.jpg	88.06	73.19	81.94	41.76	87.02	88.04
2247.jpg	78.49	54.00	69.07	50.76	66.78	78.02
2249.jpg	74.88	58.97	50.61	22.37	60.56	74.41
225.jpg	91.59	76.17	81.48	75.41	85.41	90.98
2250.jpg	90.82	81.45	78.88	72.24	86.37	90.97
2251.jpg	80.47	62.49	62.36	47.87	64.17	78.31
2252.jpg	97.55	90.33	88.95	41.93	95.77	97.01
2253.jpg	66.81	61.70	55.67	35.10	60.24	66.66
2254.jpg	68.51	34.61	37.22	24.84	40.41	66.49
2255.jpg	45.74	45.48	46.44	29.92	45.79	45.75
2257.jpg	75.38	37.75	43.50	35.80	49.37	73.65
2256.jpg	64.12	54.14	57.96	50.49	60.68	64.11
2258.jpg	89.99	30.32	63.29	61.47	65.30	90.43
2259.jpg	36.28	35.05	36.58	31.43	36.74	37.05
226.jpg	94.40	75.64	83.66	59.20	85.75	94.00
2260.jpg	79.91	70.56	56.44	50.92	70.31	79.59
2261.jpg	96.53	61.93	68.48	35.66	80.56	96.31
2262.jpg	84.61	66.15	76.93	60.31	74.62	81.93
2264.jpg	46.76	35.33	32.49	17.14	37.53	46.87
2263.jpg	89.16	81.99	88.21	79.80	89.13	89.25
2265.jpg	98.31	95.69	94.25	79.31	97.39	98.28
2266.jpg	87.64	76.75	82.31	64.79	83.16	87.40
2267.jpg	87.81	46.48	58.80	44.77	67.09	87.43
2268.jpg	72.15	51.13	23.50	10.96	53.03	71.10
2269.jpg	82.69	81.25	80.63	60.21	85.75	82.12
2270.jpg	82.31	52.09	60.81	42.93	58.69	79.03
227.jpg	88.16	76.89	82.00	65.13	83.20	85.65
2271.jpg	74.74	72.62	60.44	53.63	71.11	76.64
2272.jpg	74.70	23.66	24.13	31.91	37.94	70.24
2273.jpg	67.43	60.51	61.76	61.40	61.17	66.19
2274.jpg	50.79	63.52	40.31	33.73	71.71	51.11
2275.jpg	94.71	62.38	63.10	51.47	64.43	92.77
2276.jpg	84.06	78.44	82.12	76.45	83.34	83.87
2277.jpg	41.02	15.19	15.62	9.20	19.64	40.99
2278.jpg	60.96	54.56	52.55	54.79	54.97	59.36
2279.jpg	63.61	51.46	52.93	44.10	51.79	63.56
228.jpg	63.15	60.00	54.20	40.00	59.72	62.32
2280.jpg	76.03	73.83	66.02	51.40	78.15	75.58
2281.jpg	80.42	35.83	72.17	50.32	67.13	80.14
2282.jpg	58.76	23.22	35.52	43.11	48.65	56.33
2283.jpg	95.31	92.20	91.02	78.14	93.89	95.38
2284.jpg	78.06	65.14	88.70	68.12	83.98	78.94
2286.jpg	64.83	54.51	61.25	53.98	61.88	64.30
2285.jpg	57.71	22.58	27.66	43.34	44.49	58.47
2287.jpg	87.53	64.57	36.42	12.87	81.08	87.70
2288.jpg	84.65	81.68	78.81	62.81	82.65	84.40
2289.jpg	72.69	74.51	32.13	21.02	67.23	72.56
229.jpg	86.84	67.18	70.02	48.03	74.67	85.25
2290.jpg	97.73	79.74	94.17	67.02	96.24	97.89
2291.jpg	97.34	37.70	70.29	52.41	74.29	97.20
2293.jpg	93.29	81.45	68.47	61.20	84.46	93.18
2292.jpg	91.81	70.93	66.99	42.05	88.40	91.40
2294.jpg	90.73	87.36	92.81	61.47	95.04	94.11
2295.jpg	87.53	83.86	86.42	73.41	85.39	87.66
2296.jpg	93.43	82.52	82.65	75.64	89.94	93.61
2297.jpg	25.88	29.45	19.85	14.72	23.00	25.97
2298.jpg	76.07	48.75	62.48	46.82	61.08	76.10
2299.jpg	45.04	57.76	24.63	28.70	42.13	47.26
23.jpg	95.13	58.66	71.95	51.08	84.16	92.92
230.jpg	95.53	76.28	59.93	61.41	85.18	92.14
2300.jpg	81.26	65.66	60.31	58.96	65.25	80.23
2301.jpg	96.03	60.20	77.43	55.83	82.42	96.07
2302.jpg	59.41	51.39	56.34	53.96	54.72	59.13
2303.jpg	85.05	37.40	85.93	84.74	81.38	84.86
2304.jpg	80.15	45.24	56.96	51.84	78.84	84.11
2305.jpg	47.70	34.28	48.60	44.39	48.21	49.05
2306.jpg	78.86	59.99	54.94	28.04	60.91	78.39
2307.jpg	94.49	88.10	86.98	70.22	89.36	95.79
2308.jpg	81.43	62.87	72.78	64.62	76.77	81.29
2309.jpg	88.65	54.44	54.14	51.17	69.84	89.44
231.jpg	55.59	55.93	52.15	46.16	56.05	56.28
2310.jpg	72.96	59.57	72.75	46.41	73.31	72.59
2311.jpg	78.56	56.82	69.15	56.95	71.34	78.06
2313.jpg	88.14	67.82	54.15	28.75	78.73	88.90
2312.jpg	90.13	86.75	72.28	66.86	82.35	90.91
2314.jpg	88.14	88.14	86.42	78.88	86.23	88.23
2315.jpg	91.76	91.41	88.49	88.22	91.51	91.79
2316.jpg	49.97	47.28	48.07	40.38	48.68	49.76
2317.jpg	95.99	80.21	89.45	82.72	91.39	95.26
2318.jpg	84.50	60.51	62.56	54.88	62.65	84.56
2319.jpg	64.38	43.54	56.55	41.48	58.42	64.47
232.jpg	93.49	55.70	64.49	52.94	70.82	92.91
2320.jpg	74.80	39.75	48.29	58.85	61.23	73.38
2321.jpg	92.46	75.25	86.41	55.43	93.83	93.75
2322.jpg	67.65	29.17	30.42	29.95	30.84	66.31
2323.jpg	67.18	46.59	49.14	39.04	51.40	65.20
2324.jpg	84.67	70.43	83.58	55.56	82.01	88.41
2325.jpg	83.60	77.77	84.71	71.44	81.76	83.46
2326.jpg	98.07	89.63	81.00	71.75	94.37	97.99
2327.jpg	87.33	87.11	86.86	83.75	92.06	87.53
2328.jpg	94.65	79.33	79.15	68.06	87.77	94.32
2329.jpg	86.71	67.23	68.38	64.10	71.20	86.00
233.jpg	78.71	82.73	56.95	69.64	79.66	78.83
2330.jpg	84.12	49.49	75.42	51.50	73.31	83.96
2331.jpg	85.29	56.55	59.17	46.39	59.75	84.72
2332.jpg	89.66	66.19	64.25	65.67	66.32	89.18
2333.jpg	54.57	49.37	44.79	48.99	51.17	54.20
2334.jpg	64.73	47.05	37.90	26.47	56.76	64.03
2335.jpg	79.39	70.29	71.70	67.44	71.45	79.21
2336.jpg	88.56	69.54	76.45	63.27	84.47	88.52
2337.jpg	34.04	34.52	27.96	26.91	35.79	34.21
2338.jpg	97.34	97.20	84.43	81.75	95.38	97.20
2339.jpg	89.39	70.86	47.35	43.88	66.84	78.72
234.jpg	83.34	59.73	71.76	34.67	72.41	84.39
2341.jpg	88.36	78.53	81.59	69.74	87.39	88.23
2340.jpg	78.78	14.16	51.68	27.04	52.02	78.28
2342.jpg	95.94	50.81	80.54	47.04	88.30	95.10
2343.jpg	82.17	56.18	57.11	53.34	58.74	78.49
2344.jpg	68.27	58.30	74.70	61.15	72.07	70.88
2345.jpg	90.87	31.75	71.10	28.63	68.41	88.52
2346.jpg	80.90	24.16	51.69	19.41	64.04	81.04
2347.jpg	90.00	91.28	88.41	72.53	93.08	90.31
2348.jpg	78.84	70.14	81.44	58.08	80.60	80.39
2349.jpg	72.90	64.83	62.30	33.19	67.15	72.39
235.jpg	83.04	78.05	80.97	74.93	82.59	83.43
2350.jpg	60.21	61.64	63.25	54.30	63.30	61.28
2351.jpg	79.79	64.30	66.74	67.19	70.46	78.32
2352.jpg	84.86	72.98	78.02	65.63	82.51	84.75
2353.jpg	92.73	85.75	82.21	78.29	85.86	92.54
2354.jpg	68.06	50.85	56.67	40.93	53.61	68.62
2355.jpg	80.55	45.59	48.91	44.12	49.93	75.75
2357.jpg	65.60	64.85	65.24	64.05	64.97	65.51
2356.jpg	54.58	53.19	52.55	47.02	54.62	56.77
2358.jpg	72.94	67.51	84.44	64.82	80.09	73.24
2359.jpg	62.04	48.45	46.55	43.25	52.13	59.98
236.jpg	85.05	86.14	62.22	72.15	91.40	89.08
2360.jpg	88.51	67.80	74.30	52.11	80.24	87.98
2361.jpg	97.64	73.60	79.70	70.50	96.63	98.09
2362.jpg	95.83	65.63	80.15	71.82	86.36	95.74
2363.jpg	92.47	74.13	64.25	44.08	75.27	87.30
2364.jpg	76.36	39.07	62.55	19.17	64.15	75.49
2365.jpg	63.45	37.80	68.41	44.39	61.60	62.28
2366.jpg	68.21	62.67	68.92	63.78	66.89	68.38
2367.jpg	86.59	78.35	46.87	28.07	86.74	86.05
2368.jpg	59.81	46.75	62.06	44.09	47.84	58.53
2369.jpg	92.31	43.64	59.23	42.05	63.59	90.43
237.jpg	89.93	75.91	54.78	49.63	68.97	88.91
2370.jpg	94.60	47.16	64.23	64.13	68.47	95.29
2371.jpg	70.75	67.92	67.43	69.87	70.97	70.92
2372.jpg	83.16	57.03	54.27	56.87	60.21	82.63
2374.jpg	65.46	60.32	46.89	25.70	57.42	64.31
2373.jpg	76.99	42.84	48.44	39.49	51.61	61.43
2375.jpg	81.60	68.80	48.28	40.11	65.98	77.89
2377.jpg	66.00	58.85	65.01	57.65	65.43	66.50
2376.jpg	71.32	70.88	90.79	46.35	81.48	79.85
2378.jpg	71.05	37.78	55.32	46.59	57.39	68.71
2379.jpg	71.59	53.00	70.59	53.43	70.87	71.61
238.jpg	74.86	41.28	49.12	45.84	49.02	69.41
2380.jpg	42.72	16.99	33.26	31.45	33.56	41.93
2381.jpg	64.37	55.76	49.45	49.96	53.87	62.84
2382.jpg	90.20	46.82	71.44	46.74	70.20	86.16
2384.jpg	90.06	70.93	74.57	38.79	74.60	89.96
2383.jpg	53.99	43.09	60.77	37.81	55.00	53.32
2385.jpg	96.55	54.56	95.54	49.14	95.89	96.54
2386.jpg	64.46	54.06	69.20	52.26	55.53	64.46
2387.jpg	96.47	88.04	87.79	89.57	96.70	96.61
2388.jpg	72.82	64.98	88.18	63.84	70.89	71.95
2389.jpg	78.05	64.76	48.15	5.45	70.58	78.21
239.jpg	87.08	45.08	56.96	52.66	54.28	86.58
2391.jpg	88.94	78.40	88.71	74.74	85.70	88.38
2390.jpg	53.90	46.34	61.18	18.46	58.03	55.20
2392.jpg	89.72	83.43	46.25	43.87	83.32	90.25
2393.jpg	95.70	74.03	74.39	52.69	81.02	94.78
2394.jpg	79.21	53.28	70.65	49.72	69.77	79.32
2395.jpg	86.08	82.06	83.89	67.02	83.50	84.35
2396.jpg	89.29	46.11	58.59	48.01	61.91	89.25
2397.jpg	80.54	48.85	43.88	38.03	49.11	77.03
2398.jpg	65.51	55.15	49.89	45.01	51.34	59.97
2399.jpg	93.85	90.02	86.58	84.07	90.32	95.08
24.jpg	59.83	52.85	55.54	44.38	56.24	59.79
240.jpg	84.07	53.93	71.20	48.98	70.03	83.52
2400.jpg	55.40	42.87	41.82	40.49	43.78	54.43
2401.jpg	97.99	87.42	89.36	24.82	95.00	97.91
2403.jpg	73.25	30.13	30.17	18.74	34.20	71.75
2402.jpg	79.05	49.81	72.26	43.34	73.62	79.37
2404.jpg	72.25	45.04	63.45	35.13	62.59	72.23
2405.jpg	58.65	50.66	52.80	24.31	54.55	58.73
2406.jpg	92.44	79.10	94.56	67.06	95.24	94.93
2407.jpg	83.76	32.96	28.86	27.33	31.44	83.09
2408.jpg	86.40	38.95	46.74	35.29	54.12	74.15
2409.jpg	94.40	80.41	94.65	88.96	94.87	94.41
241.jpg	76.08	60.73	77.47	63.97	74.86	76.13
2410.jpg	73.79	37.15	57.74	25.56	61.64	72.90
2411.jpg	96.47	62.08	54.56	48.07	61.49	96.31
2412.jpg	84.13	80.93	62.49	52.39	80.38	84.19
2413.jpg	93.13	79.01	84.12	80.21	82.98	92.12
2414.jpg	61.82	16.24	49.07	25.09	45.38	57.73
2415.jpg	81.30	81.50	76.74	68.35	80.03	80.97
2416.jpg	72.80	48.97	57.15	31.95	53.43	70.86
2417.jpg	80.14	70.45	73.67	55.43	78.12	80.64
2418.jpg	86.44	63.93	62.12	38.90	74.83	85.67
242.jpg	78.50	64.75	72.86	59.77	68.49	78.35
2419.jpg	94.95	38.20	39.52	38.89	68.18	95.71
2420.jpg	96.70	69.15	85.03	76.01	89.20	94.95
2421.jpg	75.27	48.82	67.24	48.13	63.52	73.72
2422.jpg	97.18	78.37	71.64	70.62	80.57	96.15
2423.jpg	84.48	60.55	64.56	50.91	68.17	82.18
2424.jpg	83.97	80.89	82.89	80.21	83.01	83.73
2425.jpg	95.22	54.30	59.05	51.42	59.49	95.07
2426.jpg	74.82	69.00	70.63	74.88	75.13	76.15
2427.jpg	86.47	81.85	81.89	83.17	83.95	86.50
2428.jpg	71.77	61.77	63.70	58.83	64.38	71.39
2429.jpg	91.39	65.55	73.76	60.19	76.97	91.30
243.jpg	61.45	31.81	68.72	30.58	51.68	61.20
2430.jpg	89.24	66.06	74.74	29.75	77.18	87.27
2431.jpg	60.18	56.64	73.24	42.44	73.22	61.60
2432.jpg	70.51	41.52	76.16	51.46	69.03	70.30
2433.jpg	84.47	50.68	61.93	45.88	66.25	84.61
2434.jpg	87.83	58.61	64.92	50.26	68.96	88.14
2435.jpg	90.80	46.50	41.92	41.79	47.59	88.76
2436.jpg	57.87	42.66	43.45	36.48	40.02	50.06
2437.jpg	58.01	17.97	20.10	12.01	19.14	56.44
2438.jpg	62.81	53.40	54.88	50.16	55.04	62.83
2439.jpg	94.04	67.47	88.96	69.32	89.74	94.44
244.jpg	79.49	66.59	70.30	52.77	69.20	79.40
2440.jpg	81.67	74.73	73.28	74.36	74.73	77.87
2442.jpg	90.81	39.21	77.18	27.62	77.37	91.06
2441.jpg	94.49	61.85	94.88	66.49	94.42	95.46
2443.jpg	92.08	83.25	85.60	59.50	90.58	92.19
2444.jpg	75.83	62.46	71.76	46.71	70.81	75.66
2445.jpg	69.92	66.01	62.18	56.31	68.00	69.92
2446.jpg	76.34	71.09	74.42	59.40	75.81	76.30
2447.jpg	68.30	40.21	69.01	23.82	45.99	68.24
2448.jpg	89.05	56.30	67.11	39.64	67.98	87.58
2449.jpg	96.05	61.73	75.55	38.01	81.07	94.27
245.jpg	62.95	55.64	54.51	56.34	58.85	62.79
2450.jpg	89.12	78.37	65.01	40.22	78.72	90.23
2451.jpg	77.48	65.54	58.59	44.89	65.05	78.28
2452.jpg	65.66	58.09	64.10	60.44	62.57	65.26
2454.jpg	93.92	44.81	78.52	47.83	80.17	91.39
2453.jpg	87.37	75.21	74.52	74.67	76.33	87.35
2455.jpg	91.70	81.56	84.67	62.87	87.09	91.98
2456.jpg	74.14	72.31	79.09	73.85	76.35	74.48
2457.jpg	89.98	51.67	50.04	27.87	56.96	88.31
2459.jpg	68.78	50.98	44.97	33.60	50.24	61.81
2458.jpg	56.62	43.43	51.46	30.06	46.59	54.20
246.jpg	82.99	61.41	69.90	47.84	70.41	80.58
2460.jpg	69.09	55.79	70.16	69.51	70.08	69.25
2461.jpg	61.17	55.29	55.47	40.21	56.99	59.94
2462.jpg	79.54	63.16	73.58	52.99	73.45	79.00
2464.jpg	76.86	51.98	53.01	43.20	56.76	76.02
2463.jpg	85.80	80.14	66.52	63.70	77.51	86.12
2465.jpg	62.67	45.54	59.05	37.35	65.73	62.43
2466.jpg	76.96	69.01	49.30	40.65	74.35	77.39
2467.jpg	66.95	58.00	54.33	52.64	63.28	67.05
2468.jpg	56.72	16.45	22.40	16.88	22.41	54.73
2469.jpg	63.71	76.94	66.80	61.23	74.64	66.29
247.jpg	89.55	83.16	87.84	81.59	88.16	90.54
2470.jpg	53.35	48.59	27.38	17.87	40.92	52.82
2473.jpg	81.88	53.57	70.19	56.10	75.97	82.34
2471.jpg	62.96	53.71	60.48	58.79	61.79	62.72
2472.jpg	82.31	50.79	53.23	40.60	54.79	82.00
2474.jpg	91.92	68.72	81.99	74.10	80.70	91.23
2475.jpg	92.06	75.38	87.43	59.92	88.50	91.45
2476.jpg	61.08	29.37	30.45	22.56	55.12	61.18
2477.jpg	65.41	48.27	40.96	47.85	53.05	65.64
2478.jpg	74.72	50.30	52.75	36.87	64.47	74.97
248.jpg	79.39	13.41	58.65	20.63	59.16	77.28
2479.jpg	74.34	62.16	62.77	40.27	66.84	73.98
2480.jpg	84.88	69.22	56.26	58.71	74.57	82.67
2481.jpg	90.96	52.49	68.89	38.80	77.60	90.60
2482.jpg	95.03	32.65	36.26	20.95	35.60	89.75
2483.jpg	95.85	64.35	67.64	62.77	68.30	94.91
2484.jpg	62.31	23.07	38.11	31.49	37.50	62.76
2485.jpg	61.03	45.80	57.16	52.92	57.17	61.59
2486.jpg	90.85	83.19	78.82	62.68	85.77	89.61
2487.jpg	57.53	68.31	59.69	57.52	72.00	58.65
2488.jpg	81.51	14.05	41.24	4.76	42.03	81.53
2489.jpg	52.58	48.43	51.73	31.72	49.35	52.43
249.jpg	74.57	58.05	54.71	41.53	66.95	74.49
2490.jpg	87.47	71.85	76.94	67.58	77.45	85.50
2491.jpg	91.57	70.60	80.06	74.15	81.17	90.64
2493.jpg	70.84	72.70	72.64	65.13	71.69	71.14
2492.jpg	74.95	48.16	59.30	48.18	53.74	74.71
2494.jpg	80.05	71.70	78.99	71.00	84.68	84.97
2495.jpg	68.69	58.28	29.30	17.74	54.07	67.87
2496.jpg	72.37	41.09	59.03	57.02	59.55	72.49
2497.jpg	68.60	55.98	63.49	57.89	67.87	69.47
2498.jpg	90.38	70.78	70.87	61.00	76.47	89.79
2499.jpg	92.98	47.57	86.78	46.18	83.05	94.46
250.jpg	79.35	82.14	73.81	73.61	84.66	88.71
25.jpg	83.20	55.06	48.76	43.21	59.96	82.75
2500.jpg	95.39	66.62	91.01	50.83	90.42	95.78
2501.jpg	86.27	54.17	74.62	47.15	78.71	83.74
2502.jpg	89.74	69.66	78.80	75.52	78.96	82.91
2503.jpg	87.53	74.53	80.53	68.13	83.92	87.38
2504.jpg	85.67	45.82	41.05	43.76	45.97	75.60
2505.jpg	81.89	75.70	66.97	34.51	77.83	84.47
2506.jpg	94.12	53.76	60.76	47.49	66.15	93.24
2507.jpg	58.46	51.89	52.99	50.23	57.30	58.13
2509.jpg	97.71	88.08	89.78	82.45	92.66	97.22
2508.jpg	78.47	40.91	43.03	38.70	42.87	78.58
251.jpg	83.25	57.25	61.99	61.41	66.97	80.04
2510.jpg	93.91	47.00	51.02	46.12	58.62	91.91
2511.jpg	93.84	81.47	78.74	73.40	82.89	93.52
2512.jpg	75.50	45.02	50.96	17.23	55.21	73.36
2514.jpg	83.37	81.88	78.20	70.75	83.71	83.56
2513.jpg	95.86	42.57	62.56	37.80	71.94	96.15
2516.jpg	78.22	69.22	77.38	67.55	70.48	78.08
2515.jpg	97.21	86.74	79.67	74.63	95.79	97.47
2517.jpg	91.30	45.47	60.85	33.25	65.42	91.03
2518.jpg	67.57	32.01	59.48	7.04	58.89	65.59
2519.jpg	85.92	51.53	46.20	50.53	54.84	84.22
252.jpg	74.24	67.99	69.88	55.55	71.00	74.21
2520.jpg	84.32	58.15	66.85	56.31	67.97	83.91
2522.jpg	62.76	43.54	55.96	28.68	49.44	62.74
2523.jpg	75.34	65.36	66.03	60.62	69.28	75.23
2521.jpg	72.56	64.29	48.55	38.99	66.88	72.41
2524.jpg	86.87	82.02	54.77	48.09	83.58	86.22
2525.jpg	79.32	67.64	72.74	53.29	71.62	79.30
2526.jpg	31.85	23.99	32.48	34.45	35.51	33.47
2527.jpg	84.76	57.85	73.79	65.09	72.52	84.76
2528.jpg	93.21	56.53	55.15	51.38	59.16	92.37
2529.jpg	90.14	79.85	70.13	73.10	80.01	90.23
2530.jpg	78.27	63.45	65.75	63.21	66.10	78.02
253.jpg	86.38	73.88	49.90	41.06	73.29	82.46
2531.jpg	97.13	37.27	84.18	24.39	84.76	96.98
2532.jpg	89.05	72.28	72.01	48.50	77.58	79.77
2533.jpg	81.13	63.72	63.54	62.10	65.36	81.88
2534.jpg	96.24	67.56	65.20	59.15	75.72	97.14
2535.jpg	87.83	69.46	69.65	65.03	70.80	85.25
2536.jpg	82.11	61.80	75.50	68.24	75.39	81.96
2537.jpg	92.25	80.71	83.15	64.06	83.75	92.25
2539.jpg	94.14	66.53	78.80	45.17	80.52	93.50
2538.jpg	78.33	58.24	66.79	36.49	66.65	78.17
254.jpg	89.40	61.01	60.27	59.66	64.61	83.62
2540.jpg	59.05	42.16	35.40	33.99	46.57	58.83
2541.jpg	78.40	67.10	72.78	57.79	73.06	78.45
2542.jpg	80.96	34.07	52.44	31.20	49.30	78.04
2543.jpg	79.99	37.30	61.73	22.70	62.89	79.96
2545.jpg	72.97	76.20	65.88	55.13	71.66	78.43
2544.jpg	93.02	81.49	77.62	67.89	82.12	92.96
2546.jpg	63.28	43.96	51.06	33.83	47.65	63.77
2547.jpg	80.10	62.44	31.65	29.18	58.60	79.25
2548.jpg	80.37	64.26	66.77	61.75	68.86	79.53
2549.jpg	68.80	66.23	62.79	62.24	67.25	68.79
255.jpg	63.40	54.02	61.85	46.49	61.72	63.34
2550.jpg	85.88	72.92	64.44	65.24	78.86	84.97
2552.jpg	77.01	67.33	70.68	63.66	68.25	76.17
2551.jpg	60.93	43.53	47.44	45.25	47.98	59.02
2553.jpg	84.41	28.22	58.52	25.06	65.74	84.78
2554.jpg	89.87	33.33	65.48	40.93	67.42	88.89
2555.jpg	86.05	57.11	60.16	39.92	62.10	86.03
2557.jpg	93.59	66.20	67.55	51.82	87.57	92.08
2556.jpg	74.89	65.81	75.75	54.90	71.92	74.92
2559.jpg	96.91	27.76	67.83	11.47	68.06	96.50
2558.jpg	81.10	67.41	76.17	53.48	74.69	81.00
256.jpg	73.93	49.60	67.93	54.34	66.81	73.87
2560.jpg	84.96	66.87	67.75	61.24	67.09	84.94
2561.jpg	96.42	54.06	75.17	24.60	83.80	96.23
2562.jpg	89.34	84.81	74.79	61.40	87.84	89.65
2563.jpg	71.88	63.83	58.07	56.71	68.42	72.06
2565.jpg	98.32	73.53	72.76	77.54	83.49	97.65
2564.jpg	86.07	83.10	85.24	64.08	85.40	86.04
2566.jpg	84.29	75.74	80.61	65.14	80.78	84.45
2567.jpg	92.93	83.15	61.17	46.56	90.85	92.42
2568.jpg	87.58	66.38	76.45	72.66	75.18	85.64
2569.jpg	94.90	59.20	59.92	56.43	62.92	94.05
257.jpg	73.42	59.26	56.39	52.76	61.38	73.59
2570.jpg	88.00	89.92	96.30	80.45	91.93	90.20
2571.jpg	68.08	51.95	63.76	57.60	67.46	68.79
2572.jpg	57.38	53.25	52.10	38.48	50.53	54.81
2573.jpg	90.05	61.15	75.29	58.80	75.08	89.60
2575.jpg	69.00	45.67	42.78	29.59	49.67	68.19
2574.jpg	71.29	71.77	71.92	71.10	72.11	72.59
2576.jpg	53.93	55.12	52.94	51.63	53.92	54.20
2577.jpg	90.21	85.45	88.74	63.25	89.06	90.10
2578.jpg	88.91	67.23	74.26	42.34	84.72	88.72
258.jpg	77.28	64.16	69.37	61.56	69.05	77.21
2579.jpg	63.57	50.21	50.70	42.18	51.38	63.47
2580.jpg	79.65	30.02	49.94	9.02	50.71	78.65
2581.jpg	48.39	47.40	48.66	50.73	52.58	49.55
